brand,product_name,model_number,category,subcategory,technical_specs,short_description,long_description,product_image_url,datasheet_url,type_id,classification_path,source_url
Sika,SikaCor® EG-5,5,Flooring And Coating,Industrial Coating,"{""sikacor eg-5"": ""30 kg and 10 kg net."", ""by weight"": ""90 : 10"", ""by volume"": ""7.1 : 1"", ""10 c"": ""13 h"", ""20 c"": ""5 h"", ""30 c"": ""~4 h"", ""5 c"": ""18 h"", ""40 c"": ""3 h"", ""80 c"": ""45 min"", ""0 c"": ""52 h"", ""dry film thickness"": ""60 μm"", ""wet film thickness"": ""100 μm"", ""consumption"": ""~0.130 kg/m²"", ""voc"": ""~33.2 g/m²"", ""packaging"": ""SikaCor® EG-530 kg and 10 kg net."", ""colour"": ""RAL and NCS colour shades"", ""shelf_life"": ""2 years from date of manufacture"", ""storage_conditions"": ""In originally sealed containers in a cool and dry environment."", ""density"": ""~1.3 kg/l""}",SikaCor® EG-5 is a 2-pack acrylic polyurethane top coat. Suitable for use in hot and tropical climatic conditions.,SikaCor® EG-5 is a 2-pack acrylic polyurethane top coat. Suitable for use in hot and tropical climatic conditions. In originally sealed containers in a cool and dry environment.,,,,,https://gcc.sika.com/en/construction/flooring-and-coating/industrial-coating/sikacor-eg-5.html
Sika,Sika Boom® S,,Sealing Bonding,Expansion Foam,"{""packaging"": ""500 ml can with rubber valve, 12 cans per box 750 ml can with rubber valve, 12 cans per box"", ""colour"": ""Light yellow"", ""composition"": ""1-Component polyurethane"", ""shelf_life"": ""Sika Boom® S has a shelf life of 12 months from the date of production, if stored properly in undamaged, original, sealed packaging, and if the storage conditions are met. Opened cans of Sika Boom® S must be used within 4 weeks."", ""storage_conditions"": ""Sika Boom® S shall be stored in an upright position, in dry conditions, protected from direct sunlight and at temperatures between +5 °C and +25 °C.""}","Sika Boom® S is a 1-component, fast curing polyurethane foam made for easy application.","Sika Boom® S is a 1-component, fast curing polyurethane foam made for easy application.",,,,,https://gcc.sika.com/en/construction/sealing-bonding/expansion-foam/sika-boom-s.html
Sika,Sika Boom®-115 Flame resistant,115,Sealing Bonding,Expansion Foam,"{""packaging"": ""750 ml can with rubber valve, 12 cans per box"", ""colour"": ""Pink"", ""composition"": ""1-Component polyurethane"", ""shelf_life"": ""Sika Boom®-115 Flame resistant has a shelf life of 12 months from the date of production, if stored properly in undamaged, original, sealed packaging, and if the storage conditions are met. Opened cans of Sika Boom®-115 Flame resistant must be used within 2 weeks."", ""storage_conditions"": ""Sika Boom®-115 Flame resistant shall be stored in an upright position, in dry conditions, protected from direct sunlight and at temperatures between +5 °C and +25 °C."", ""density"": ""~14-20 kg/m3""}","Sika Boom®-115 Flame resistant is a Flame Resistant, 1-componant PUR foam. Sika Boom®-115 Flame resistant is designed for application where low flammability or flame retardant rating is required. Suitable for use in hot and tropical climatic conditions.","Sika Boom®-115 Flame resistant is a Flame Resistant, 1-componant PUR foam. Sika Boom®-115 Flame resistant is designed for application where low flammability or flame retardant rating is required. Suitable for use in hot and tropical climatic conditions.",,,,,https://gcc.sika.com/en/construction/sealing-bonding/expansion-foam/sika-boom-115-flameresistant.html
Sika,SikaTop®-550 Seal,550,Waterproofing,Waterproofing Mortar,"{""20c"": ""~6 hours"", ""packaging"": ""Available in 20 kg double pack"", ""colour"": ""Available in three standard colours: \n  Light GreyWhite Dark Grey"", ""composition"": ""Component A: Powder Component B: Liquid"", ""shelf_life"": ""9 months from date of production if stored properly in undamaged and original sealed packaging."", ""storage_conditions"": ""Store in original unopened packaging in cool and dry conditions between +5 °C and +35 °C. Protect from direct sunlight and frost."", ""density"": ""~1.82 kg/l (fresh mortar at +25°C)""}","SikaTop®-550 Seal is a two-component acrylic modified cementitious coating that requires on site mixing to form product to waterproof and resurface concrete, masonry, and most other construction materials. Can be applied by stiff brush, roller, or trowel, it forms a waterproof coating. SikaTop®-550 Seal provides an effective barrier to waterborne salts and atmospheric gases. Fluid applied, SikaTop®-550 Seal provides a hard wearing, seamless, waterproof membrane. SikaTop®-550 Seal is composed of specially selected cements, silica sand and reactive fillers supplied in powder form together with a liquid component of blended acrylic copolymers and wetting agents. Suitable for use in hot and tropical climatic conditions.","SikaTop®-550 Seal is a two-component acrylic modified cementitious coating that requires on site mixing to form product to waterproof and resurface concrete, masonry, and most other construction materials. Can be applied by stiff brush, roller, or trowel, and it forms a waterproof coating. SikaTop®-550 Seal provides an effective barrier to waterborne salts and atmospheric gases. Fluid applied, SikaTop®-550 Seal provides a hard wearing, seamless, waterproof membrane. SikaTop®-550 Seal is composed of specially selected cements, silica sand and reactive fillers supplied in powder form together with a liquid component of blended acrylic copolymers and wetting agents. Suitable for use in hot and tropical climatic conditions.",,https://gcc.sika.com/dam/dms/gcc/r/pds-sikatop-550seal.pdf,,,https://gcc.sika.com/en/construction/waterproofing/waterproofing-mortar/sikatop-550-seal.html
Sika,Sika Waterbar®-940,940,Waterproofing,Joint Waterproofing,"{""standard profile"": ""Width (mm)"", ""iej internal expansion joints"": ""150 , 200 and 250"", ""icj internal construction  contraction joints"": ""150 , 200 and 250"", ""eej external expansion joints"": ""150 , 200 and 250"", ""ecj external construction  contraction joints"": ""150 , 200 and 250"", ""icjx"": ""250"", ""iejx"": ""250"", ""eejx"": ""250"", ""ecjx"": ""250"", ""80- 85"": ""(ASTM D2240)"", ""packaging"": ""Standard Profile:Width (mm) Roll size  IEJ (Internal Expansion Joints)150 , 200 and 250 15 mICJ (Internal Construction / Contraction Joints)150 , 200 and 250 15 mEEJ (External Expansion Joints)150 , 200 and 250 15 m ECJ (External Construction / Contraction Joints)150 , 200 and 250 15 m Special profile with 10 mm thick:ICJ/X 25010 m IEJ/X 25010 m EEJ/X 25010 m ECJ/X 25010 m  \n  320 mm and 350 mm special size available for some profiles, please contact Sika presentative.For detailed shape and illustration of waterbar options, please refer to General Method Statement."", ""colour"": ""Blue or Yellow"", ""composition"": ""PVC-P (plasticized)"", ""shelf_life"": ""Up to 60 months from date of production."", ""storage_conditions"": ""Store in undamaged, unopened, original sealed packaging in dry conditions at temperatures between +5°C and +35°C. Protect from direct sunlight, heat and moisture.""}",Sika Waterbar®-940 is a range of centrally placed and externally placed PVC Waterstops extruded from high grade PVC compound.,"Sika Waterbar®-940 is a range of centrally placed and externally placed PVC Waterstops extruded from high grade PVC compound. Store in undamaged, unopened, original sealed packaging in dry conditions at temperatures between +5°C and +35°C. Protect from direct sunlight, heat and moisture.",,https://gcc.sika.com/dam/dms/gcc/e/pds-sika-waterbar-940.pdf,,,https://gcc.sika.com/en/construction/waterproofing/joint-waterproofing/sika-waterbar-940.html
Sika,Sikacrete®-113 PP SR,113,Refurbishment,Concrete Repair,"{""packaging"": ""25 kg bag"", ""colour"": ""Grey powder"", ""composition"": ""Sulfate resistant cement, selected fillers and aggregates, special additives"", ""shelf_life"": ""12 months minimum from date of production"", ""storage_conditions"": ""Store in undamaged, unopened, original sealed packaging in dry condition at temperatures between +5 °C and +35 °C. Protect from direct sunlight, heat and moisture."", ""fresh_mortar_density"": ""~2.3 kg/l (25 °C)""}","Sikacrete®-113 PP SR is a cementitious, sulfate resistant, pre-bagged, free flowing, one component, non-shrink precision micro-concrete with high early and ultimate strength. Suitable for use in hot and tropical climatic conditions.","Sikacrete®-113 PP SR is a cementitious, sulfate resistant, pre-bagged, free flowing, one component, non-shrink precision micro-concrete with high early and ultimate strength. Suitable for use in hot and tropical climatic conditions. Sulfate resistant cement, selected fillers and aggregates, special additives",,,,,https://gcc.sika.com/en/construction/refurbishment/concrete-repair/sikacrete-113-ppsr.html
Sika,Sika MonoTop®-412 HS,412H,Refurbishment,Concrete Repair,"{""packaging"": ""25 kg paper bags"", ""colour"": ""Grey powder"", ""composition"": ""Polymer containing cementitious mortar with different additives and synthetic fibres"", ""shelf_life"": ""12 months minimum from date of production"", ""storage_conditions"": ""Store in a cool, dry area in original sealed packaging and at temperatures between +5 °C and +35 °C. Protect from direct sunlight, heat and moisture."", ""fresh_mortar_density"": ""~2.20 kg/l""}","Sika MonoTop®-412 HS is a single component cementitious, silica fume containing, synthetic fibre reinforced, structural repair mortar that contains Portland Cement, well graded sands, specially selected fibres and additives to improve the fresh and hardened properties. Suitable for use in hot and tropical climatic conditions.","Sika MonoTop®-412 HS is a single component cementitious, silica fume containing, synthetic fibre reinforced, structural repair mortar that contains Portland Cement, well graded sands, specially selected fibres and additives to improve the fresh and hardened properties. Suitable for use in hot and tropical climatic conditions. Sika MonoTop®-412 HS follows the main requirements of EN 1504-3:2006 class R4",,,,,https://gcc.sika.com/en/construction/refurbishment/concrete-repair/sika-monotop-412hs.html
Sika,SikaEmaco® P 5000 AP,5000A,Refurbishment,Concrete Repair,"{""corrosion protection"": ""pass"", ""shear adhesion of coated steel to concrete in comparison to uncoated steel to concrete"": ""≥ 80 %"", ""packaging"": ""5 kg plastic pail"", ""colour"": ""Light grey powder"", ""shelf_life"": ""12 months from production date"", ""storage_conditions"": ""Store in a cool and dry area in original packaging and at temperatures below +30 °C. Protect from direct sunlight, heat and moisture."", ""fresh_mortar_density"": ""~1.80 g/cm³  (EN 1015-6)""}","SikaEmaco® P 5000 AP is a single component, polymer modified, cementitious bonding and active protective primer used in concrete repair works. SikaEmaco® P 5000 AP reinstates a high pH environment and provides active corrosion inhibition to protect reinforcement steel. It can also be used as an adhesive bonding slurry for subsequent repair mortars. When mixed with water, it forms a slurry that can be applied by brush to the clean exposed reinforcement, or directly on the dampened, prepared concrete substrate when used as a bonding coat.","SikaEmaco® P 5000 AP is a single component, polymer modified, cementitious bonding and active protective primer used in concrete repair works. SikaEmaco® P 5000 AP reinstates a high pH environment and provides active corrosion inhibition to protect reinforcement steel. It can also be used as an adhesive bonding slurry for subsequent repair mortars. When mixed with water, it forms a slurry that can be applied by brush to the clean exposed reinforcement, or directly on the dampened, prepared concrete substrate when used as a bonding coat. Store in a cool and dry area in original packaging and at temperatures below +30 °C. Protect from direct sunlight, heat and moisture.",,https://gcc.sika.com/dam/dms/gcc/n/pds-sikaemaco-p-5000ap.pdf,,,https://gcc.sika.com/en/construction/refurbishment/concrete-repair/sikaemaco-p-5000ap.html
Sika,SikaLatex®,,Refurbishment,Concrete Repair,"{""25 mm"": ""0.1 - 5.0 mm"", ""packaging"": ""20 L cans and 200 L drums"", ""colour"": ""White liquid"", ""composition"": ""Styrene butadiene emulsion"", ""shelf_life"": ""12 months"", ""storage_conditions"": ""Store properly in undamaged original sealed packaging, in dry cool conditions at temperatures between 5 °C and 30 °C. Protect from direct sunlight, contamination and moisture."", ""density"": ""~1.0 kg/l"", ""total_chloride_ion_content"": ""≤ 0.1 %""}",SikaLatex® is a synthetic rubber emulsion that is used as admixture for cementitious bonding bridges and high quality site-mix mortars. Suitable for use in hot and tropical climatic conditions.,"SikaLatex® is a synthetic rubber emulsion that is used as admixture for cementitious bonding bridges and high quality site-mix mortars. Suitable for use in hot and tropical climatic conditions. SikaLatex® is certified according ""Low Emitting Materials as per Al Sa'fat - Dubai Green Building Evaluation System"" by Dubai Central Laboratory (DCL) certificate No. CL17020432",,,,,https://gcc.sika.com/en/construction/refurbishment/concrete-repair/sikalatex.html
Sika,SikaBond® DV,,Refurbishment,Concrete Repair,"{""nil"": ""(EN 934-2)"", ""5 - 15  mm"": ""0 - 3.0 mm"", ""15 mm"": ""0 - 7.0 mm"", ""packaging"": ""20 L pails, 25 L pails and 200 L drums"", ""colour"": ""White liquid"", ""composition"": ""Styrene Butadiene Rubber"", ""shelf_life"": ""12 months minimum from production date"", ""storage_conditions"": ""Store in a dry area in original packaging and at temperatures between +5°C and +35°C. Protect from direct sunlight, heat and moisture."", ""density"": ""~1.00 kg/l (+25°C)"", ""total_chloride_ion_content"": ""Nil(EN 934-2)""}",SikaBond® DV is a synthetic rubber emulsion that is used as admixture for cementitious bonding bridges and high quality site-mix mortars. Suitable for use in hot and tropical climatic conditions.,"SikaBond® DV is a synthetic rubber emulsion that is used as admixture for cementitious bonding bridges and high quality site-mix mortars. Suitable for use in hot and tropical climatic conditions. SikaBond® DV follows the requirements of ASTM C1059 for Type II for bonding fresh to hardened concrete, when applied as a bonding slurry.",,,,,https://gcc.sika.com/en/construction/refurbishment/concrete-repair/sikabond-dv.html
